"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"13165","1","3.0","oz","85.0","",""
"13165","2","1.0","steak (Yield from 448 g raw meat)","293.0","10",""
"13227","1","1.0","oz","28.35","",""
"13227","2","1.0","lb","453.6","",""
"13228","1","3.0","oz","85.0","",""
"13228","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","170.0","",""
"13231","1","4.0","oz","113.0","",""
"13231","2","1.0","steak","539.0","24","29.849"
"13232","1","3.0","oz","85.0","",""
"13232","2","1.0","steak","417.0","24","30.685"
"13235","1","4.0","oz","113.0","",""
"13235","2","1.0","steak","461.0","24","30.173"
"13236","1","3.0","oz","85.0","1",""
"13236","2","1.0","steak","360.0","24","28.858"
"13284","1","4.0","oz","113.0","",""
"13285","1","3.0","oz","85.0","",""
"13285","2","1.0","roast","647.0","11","103.2"
"13293","1","4.0","oz","113.0","",""
"13293","2","1.0","steak","679.0","11",""
"13293","3","1.0","roast","960.0","11",""
"13294","1","4.0","oz","113.0","",""
"13294","2","1.0","steak","648.0","7",""
"13294","3","1.0","roast","949.0","7",""
"13317","1","3.0","oz","85.0","",""
"13317","2","1.0","unit, cooked (yield from 1 lb raw meat)","313.0","",""
"13318","1","1.0","oz","28.35","",""
"13318","2","4.0","oz","113.0","",""
"13319","1","3.0","oz","85.0","",""
"13319","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","351.0","",""
"13320","1","3.0","oz","85.0","",""
"13320","2","1.0","piece, cooked, excluding refuse","391.0","1",""
"13321","1","1.0","oz","28.35","",""
"13321","2","4.0","oz","113.0","",""
"13322","1","3.0","oz","85.0","",""
"13323","1","1.0","oz","28.35","",""
"13323","2","4.0","oz","113.0","",""
"13324","1","3.0","oz","85.0","",""
"13325","1","4.0","oz","113.0","",""
"13326","1","3.0","oz","85.0","","12.558"
"13326","2","1.0","slice","68.0","14",""
"13327","1","3.0","oz","85.0","",""
"13327","2","1.0","slice","81.0","15",""
"13328","1","1.0","oz","28.35","",""
"13328","2","4.0","oz","113.0","",""
"13329","1","3.0","oz","85.0","",""
"13329","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","303.0","",""
"13330","1","1.0","oz","28.35","",""
"13330","2","8.0","oz","227.0","",""
"13331","1","1.0","oz","28.35","",""
"13331","2","4.0","oz","113.0","",""
"13332","1","3.0","oz","85.0","",""
"13332","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","222.0","",""
"13333","1","1.0","oz","28.35","",""
"13333","2","4.0","oz","113.0","",""
"13334","1","3.0","oz","85.0","",""
"13334","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","308.0","",""
"13335","1","1.0","oz","28.35","",""
"13335","2","4.0","oz","113.0","",""
"13337","1","1.0","oz","28.35","",""
"13337","2","4.0","oz","113.0","",""
"13338","1","3.0","oz","85.0","",""
"13338","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","381.0","",""
"13339","1","1.0","oz","28.35","",""
"13339","2","4.0","oz","113.0","",""
"13340","1","3.0","oz","85.0","",""
"13341","1","1.0","oz","28.35","",""
"13341","2","4.0","oz","113.0","",""
"13342","1","4.0","oz","113.0","",""
"13342","2","1.0","steak","56.0","",""
"13342","3","1.0","package","396.0","",""
"13343","1","3.0","oz","85.0","",""
"13343","2","1.0","steak","293.0","10",""
"13344","1","3.0","slices","68.0","",""
"13344","2","1.0","package (net weight, 12 oz)","340.0","",""
"13345","1","3.0","slices","34.0","",""
"13345","2","1.0","package, cooked (yield from 12 oz raw product)","170.0","",""
"13346","1","1.0","oz","28.35","",""
"13346","2","1.0","lb","453.6","",""
"13347","1","3.0","oz","85.0","",""
"13347","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","320.0","",""
"13348","1","1.0","oz","28.35","",""
"13348","2","1.0","slice (3/4 oz)","21.0","",""
"13349","1","4.0","oz","113.0","",""
"13349","2","1.0","steak","732.0","4",""
"13349","3","1.0","roast","977.0","4",""
"13350","1","10.0","slices","28.0","1",""
"13351","1","3.0","oz","85.0","",""
"13351","2","1.0","steak","353.0","26","74.7"
"13352","1","3.0","oz","85.0","",""
"13352","2","1.0","steak","356.0","17","74.2"
"13353","1","1.0","slice (1 oz) (4"" x 4"" x 3/32"" thick)","28.0","",""
"13354","1","3.0","oz","85.0","",""
"13354","2","1.0","steak","349.0","9","80.3"
"13355","1","1.0","package, 2.5 oz","71.0","1",""
"13355","2","1.0","slice (1 oz)","28.0","",""
"13356","1","4.0","oz","113.0","",""
"13356","2","1.0","steak","473.0","26",""
"13357","1","1.0","sausage","43.0","",""
"13357","2","1.0","oz","28.35","",""
"13358","1","1.0","slice (1 oz)","28.0","",""
"13359","1","4.0","oz","113.0","",""
"13359","2","1.0","steak","483.0","17",""
"13361","1","3.0","oz","85.0","",""
"13362","1","3.0","oz","85.0","",""
"13363","1","3.0","oz","85.0","",""
"13364","1","3.0","oz","85.0","",""
"13365","1","3.0","oz","85.0","",""
"13366","1","3.0","oz","85.0","",""
"13367","1","3.0","oz","85.0","",""
"13367","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","314.0","",""
"13368","1","3.0","oz","85.0","",""
"13368","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","264.0","",""
"13369","1","3.0","oz","85.0","",""
"13369","2","1.0","steak (Yield from 418 g raw meat)","270.0","20",""
"13370","1","3.0","oz","85.0","",""
"13370","2","1.0","steak (yield from 418g raw meat)","270.0","20",""
"13371","1","3.0","oz","85.0","",""
"13371","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","314.0","",""
"13372","1","3.0","oz","85.0","",""
"13372","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","232.0","",""
"13373","1","3.0","oz","85.0","",""
"13373","2","1.0","roast (yield from 1601 g raw meat)","1166.0","20",""
"13375","1","3.0","oz","85.0","",""
"13375","2","1.0","roast (yield from 1675 g raw meat)","1236.0","10",""
"13377","1","3.0","oz","85.0","",""
"13377","2","1.0","roast (yield from 1528g raw meat)","1095.0","10",""
"13378","1","3.0","oz","85.0","",""
"13378","2","1.0","roast (yield from 1675 g raw meat)","1236.0","10",""
"13379","1","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","235.0","",""
"13379","2","3.0","oz","85.0","",""
"13380","1","3.0","oz","85.0","",""
"13380","2","1.0","roast","658.0","7","113.9"
"13381","1","3.0","oz","85.0","",""
"13381","2","1.0","roast","629.0","4","94.1"
"13382","1","3.0","oz","85.0","",""
"13382","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","191.0","",""
"13383","1","3.0","oz","85.0","",""
"13383","2","1.0","roast","658.0","7","113.9"
"13384","1","3.0","oz","85.0","",""
"13384","2","1.0","roast","629.0","4","94.1"
"13386","1","3.0","oz","85.0","",""
"13386","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","290.0","",""
"13387","1","3.0","oz","85.0","",""
"13387","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","286.0","",""
"13388","1","3.0","oz","85.0","",""
"13388","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","214.0","",""
"13389","1","3.0","oz","85.0","",""
"13389","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","207.0","",""
"13390","1","3.0","oz","85.0","",""
"13390","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","217.0","",""
"13391","1","3.0","oz","85.0","",""
"13391","2","1.0","steak (yield from 233 g raw meat)","233.0","20",""
"13392","1","3.0","oz","85.0","",""
"13392","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","272.0","",""
"13393","1","3.0","oz","85.0","",""
"13393","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","265.0","",""
"13394","1","3.0","oz","85.0","",""
"13394","2","1.0","steak (yield from 296 g raw meat)","233.0","20",""
"13395","1","3.0","oz","85.0","",""
"13395","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","220.0","",""
"13396","1","3.0","oz","85.0","",""
"13396","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","220.0","",""
"13398","1","3.0","oz","85.0","",""
"13398","2","1.0","steak (yield from 290 g raw meat)","185.0","20",""
"13399","1","3.0","oz","85.0","",""
"13399","2","1.0","roast (yield from 600 g raw meat)","489.0","20",""
"13401","1","3.0","oz","85.0","",""
"13401","2","1.0","steak (yield from 299 g raw meat)","191.0","10",""
"13402","1","3.0","oz","85.0","",""
"13402","2","1.0","roast (yield from 627 g raw meat)","515.0","10",""
"13404","1","3.0","oz","85.0","",""
"13404","2","1.0","steak (yield from 281 g raw meat)","179.0","10",""
"13405","1","3.0","oz","85.0","",""
"13405","2","1.0","roast (yield from 572 g raw meat)","464.0","10",""
"13407","1","3.0","oz","85.0","",""
"13407","2","1.0","steak (yield from 290 g raw meat)","185.0","20",""
"13408","1","3.0","oz","85.0","",""
"13408","2","1.0","roast (yield from 600 g raw meat)","489.0","20",""
"13410","1","3.0","oz","85.0","",""
"13410","2","1.0","steak (yield from 299 g raw meat)","191.0","10",""
"13411","1","3.0","oz","85.0","",""
"13411","2","1.0","roast (yield from 627 g raw meat)","515.0","10",""
"13413","1","3.0","oz","85.0","",""
"13413","2","1.0","steak (yield from 281 g raw meat)","179.0","10",""
"13414","1","3.0","oz","85.0","",""
"13414","2","1.0","roast (yield from 572 g raw meat)","464.0","10",""
"13415","1","3.0","oz","85.0","",""
"13415","2","1.0","roast (yield from 436 g raw meat)","346.0","20",""
"13415","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","333.0","",""
"13416","1","3.0","oz","85.0","",""
"13416","2","1.0","roast (yield from 445 g raw meat)","355.0","10",""
"13417","1","3.0","oz","85.0","",""
"13417","2","1.0","roast (yield from 426 g raw meat)","337.0","10",""
"13418","1","3.0","oz","85.0","",""
"13418","2","1.0","roast (yield from 436 g raw meat)","346.0","20",""
"13418","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","330.0","",""
"13419","1","3.0","oz","85.0","",""
"13419","2","1.0","roast (yield from 445 g raw meat)","355.0","10",""
"13419","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","331.0","",""
"13420","1","3.0","oz","85.0","",""
"13420","2","1.0","roast (yield from 426 g raw meat)","337.0","10",""
"13420","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","296.0","",""
"13421","1","3.0","oz","85.0","",""
"13421","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","330.0","",""
"13422","1","3.0","oz","85.0","",""
"13422","2","1.0","roast (yield from 1405 g raw meat)","1138.0","10",""
"13423","1","3.0","oz","85.0","",""
"13423","2","1.0","roast (yield from 1388 g raw meat)","1141.0","10",""
"13424","1","3.0","oz","85.0","",""
"13424","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","320.0","",""
"13425","1","3.0","oz","85.0","",""
"13425","2","1.0","roast (yield from 1405 g raw meat)","1138.0","10",""
"13426","1","3.0","oz","85.0","",""
"13426","2","1.0","roast (yield from 1388 g raw meat)","1141.0","10",""
"13428","1","3.0","oz","85.0","",""
"13428","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13430","1","3.0","oz","85.0","",""
"13430","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13432","1","3.0","oz","85.0","",""
"13432","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13436","1","3.0","oz","85.0","",""
"13436","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","261.0","",""
"13438","1","3.0","oz","85.0","",""
"13438","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","261.0","",""
"13439","1","3.0","oz","85.0","",""
"13439","2","1.0","steak","117.0","20",""
"13440","1","3.0","oz","85.0","",""
"13440","2","1.0","steak (yield from 161 g raw meat)","126.0","10",""
"13441","1","3.0","oz","85.0","",""
"13441","2","1.0","steak (yield from 136 g raw meat)","108.0","10",""
"13442","1","3.0","oz","85.0","",""
"13442","2","1.0","steak","119.0","36","18.642"
"13443","1","3.0","oz","85.0","",""
"13443","2","1.0","steak","121.0","24","17.377"
"13444","1","3.0","oz","85.0","",""
"13444","2","1.0","steak","117.0","12","20.842"
"13445","1","3.0","oz","85.0","",""
"13445","2","1.0","steak","119.0","36","18.642"
"13446","1","3.0","oz","85.0","",""
"13446","2","1.0","steak (yield from 203 g raw meat)","164.0","10",""
"13447","1","3.0","oz","85.0","",""
"13447","2","1.0","steak (yield from 186 g raw meat)","150.0","10",""
"13448","1","3.0","oz","85.0","",""
"13448","2","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 223 g)","150.0","",""
"13449","1","3.0","oz","85.0","",""
"13449","2","1.0","steak (yield from 203 g raw meat)","164.0","10",""
"13450","1","3.0","oz","85.0","",""
"13450","2","1.0","steak (yield from 186 g raw meat)","150.0","10",""
"13451","1","3.0","oz","85.0","",""
"13451","2","1.0","steak (yield from 518 g raw meat)","384.0","20",""
"13452","1","3.0","oz","85.0","",""
"13452","2","1.0","steak (yield from 532 g raw meat)","393.0","10",""
"13453","1","3.0","oz","85.0","",""
"13453","2","1.0","steak (yield from 505 g raw meat)","375.0","10",""
"13454","1","3.0","oz","85.0","",""
"13454","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","292.0","",""
"13455","1","3.0","oz","85.0","",""
"13455","2","1.0","steak (yield from 532 g raw meat)","393.0","10",""
"13456","1","3.0","oz","85.0","",""
"13456","2","1.0","steak (yield from 505 g raw meat)","375.0","10",""
"13459","1","3.0","oz","85.0","",""
"13459","2","1.0","lb","453.6","",""
"13460","1","3.0","oz","85.0","",""
"13460","2","1.0","lb","453.6","",""
"13463","1","3.0","oz ( 1serving )","85.0","",""
"13463","2","1.0","lb","453.6","",""
"13464","1","4.0","oz","113.0","",""
"13464","2","1.0","steak","534.0","36","30.734"
"13465","1","3.0","oz","85.0","",""
"13465","2","1.0","steak","421.0","36","31.383"
"13466","1","3.0","oz","85.0","",""
"13466","2","1.0","lb","453.6","",""
"13467","1","3.0","oz","85.0","",""
"13467","2","1.0","serving","85.0","",""
"13467","3","1.0","piece, cooked, excluding refuse","266.0","1",""
"13468","1","4.0","oz","113.0","",""
"13468","2","1.0","steak","526.0","12","32.614"
"13469","1","3.0","oz","85.0","",""
"13469","2","1.0","steak","426.0","12","33.689"
"13470","1","3.0","oz","85.0","",""
"13470","2","1.0","serving","85.0","",""
"13470","3","1.0","piece, cooked, excluding refuse","256.0","1",""
"13473","1","3.0","oz","85.0","",""
"13473","2","1.0","lb","453.6","",""
"13474","1","3.0","oz","85.0","",""
"13474","2","1.0","lb","453.6","",""
"13477","1","3.0","oz","85.0","",""
"13477","2","1.0","lb","453.6","",""
"13478","1","4.0","oz","113.0","",""
"13478","2","1.0","steak","460.0","36","31.973"
"13479","1","3.0","oz","85.0","",""
"13479","2","1.0","steak","363.0","36","28.19"
"13481","1","3.0","oz","85.0","",""
"13481","2","1.0","serving","85.0","",""
"13481","3","1.0","piece, cooked, excluding refuse","271.0","1",""
"13482","1","4.0","oz","113.0","",""
"13482","2","1.0","steak","458.0","12","36.718"
"13483","1","3.0","oz","85.0","",""
"13483","2","1.0","steak","368.0","12","27.393"
"13484","1","3.0","oz","85.0","",""
"13484","2","1.0","serving","85.0","",""
"13484","3","1.0","piece, cooked, excluding refuse","264.0","1",""
"13485","1","3.0","oz","85.0","",""
"13485","2","1.0","steak","247.0","10",""
"13486","1","4.0","oz","113.0","",""
"13486","2","1.0","roast","1289.0","20",""
"13487","1","4.0","oz","113.0","",""
"13487","2","1.0","roast","1392.0","10",""
"13488","1","4.0","oz","113.0","",""
"13488","2","1.0","roast","1187.0","10",""
"13490","1","3.0","oz","85.0","",""
"13490","2","1.0","steak","231.0","10",""
"13491","1","3.0","oz","85.0","",""
"13491","2","1.0","steak","277.0","20",""
"13492","1","3.0","oz","85.0","",""
"13492","2","1.0","steak","284.0","10",""
"13493","1","3.0","oz","85.0","",""
"13493","2","1.0","steak","269.0","10",""
"13494","1","3.0","oz","85.0","1",""
"13494","2","1.0","portion (yield from 1/2 lb raw meat )","139.0","18","4.947"
"13495","1","3.0","oz","85.0","1",""
"13495","2","1.0","loaf ( yield from 1 lb raw meat )","284.0","6","4.014"
"13496","1","3.0","oz","85.0","1",""
"13496","2","1.0","patty","77.0","18","3.232"
"13497","1","3.0","oz","85.0","1",""
"13497","2","1.0","patty","70.0","42","2.946"
"13498","1","4.0","oz","113.0","",""
"13498","2","1.0","oz","28.35","1",""
"13499","1","4.0","oz","113.0","",""
"13499","2","1.0","steak","458.0","9",""
"13500","1","3.0","oz","85.0","",""
"13500","2","1.0","steak","186.0","25","28.1"
"13501","1","3.0","oz","85.0","",""
"13501","2","1.0","steak","177.0","17","27.7"
"13502","1","3.0","oz","85.0","",""
"13502","2","1.0","steak","199.0","8","27.3"
"13519","1","4.0","oz","113.0","",""
"13519","2","1.0","steak","1438.0","36","397.0"
"13520","1","4.0","oz","113.0","",""
"13520","2","1.0","steak","1432.0","24","409.0"
"13523","1","4.0","oz","113.0","",""
"13523","2","1.0","steak","1446.0","12","388.0"
"13595","1","4.0","oz","113.0","",""
"13595","2","1.0","piece","1855.0","36","369.0"
"13596","1","4.0","oz","113.0","",""
"13596","2","1.0","piece","1780.0","24","251.0"
"13597","1","4.0","oz","113.0","",""
"13597","2","1.0","piece","1967.0","12","514.0"
"13598","1","3.0","oz","85.0","",""
"13598","2","1.0","steak","186.0","25","28.1"
"13647","1","4.0","oz","113.0","",""
"13647","2","1.0","steak","1027.0","72","269.0"
"13647","3","1.0","roast","1316.0","70","296.0"
"13648","1","4.0","oz","113.0","",""
"13649","1","4.0","oz","113.0","",""
"13649","2","1.0","steak","1106.0","24","318.0"
"13649","3","1.0","roast","1320.0","24","268.0"
"13650","1","3.0","oz","85.0","",""
"13650","2","1.0","steak","177.0","17","27.7"
"13786","1","4.0","oz","113.0","",""
"13786","2","1.0","roast","723.0","1",""
"13788","1","4.0","oz","113.0","",""
"13788","2","1.0","roast","698.0","1",""
"13791","1","4.0","oz","113.0","",""
"13791","2","1.0","roast","761.0","1",""
"13795","1","4.0","oz","113.0","",""
"13796","1","3.0","oz","85.0","",""
"13797","1","4.0","oz","113.0","",""
"13798","1","3.0","oz","85.0","",""
"13799","1","4.0","oz","113.0","",""
"13800","1","3.0","oz","85.0","",""
"13803","1","4.0","oz","113.0","",""
"13803","2","1.0","lb","453.6","",""
"13804","1","3.0","oz","85.0","",""
"13804","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","329.0","",""
"13805","1","3.0","oz","85.0","",""
"13805","2","1.0","steak","452.0","20",""
"13806","1","3.0","oz","85.0","",""
"13806","2","1.0","steak (yield from raw steak weighing 550 g)","380.0","20",""
"13807","1","4.0","oz","113.0","",""
"13807","2","1.0","lb","453.6","",""
"13808","1","3.0","oz","85.0","",""
"13808","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","332.0","",""
"13809","1","4.0","oz","113.0","",""
"13809","2","1.0","lb","453.6","",""
"13810","1","3.0","oz","85.0","",""
"13810","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","258.0","",""
"13811","1","4.0","oz","113.0","",""
"13811","2","1.0","roast","1801.0","10",""
"13811","3","1.0","lb","453.6","",""
"13812","1","3.0","oz","85.0","",""
"13812","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","258.0","",""
"13813","1","4.0","oz","113.0","",""
"13813","2","1.0","roast","1783.0","10",""
"13813","3","1.0","lb","453.6","",""
"13814","1","3.0","oz","85.0","",""
"13814","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","257.0","",""
"13815","1","4.0","oz","113.0","",""
"13815","2","1.0","lb","453.6","",""
"13816","1","3.0","oz","85.0","",""
"13816","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","247.0","",""
"13817","1","4.0","oz","113.0","",""
"13817","2","1.0","lb","453.6","",""
"13818","1","3.0","oz","85.0","",""
"13818","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","247.0","",""
"13819","1","4.0","oz","113.0","",""
"13819","2","1.0","lb","453.6","",""
"13820","1","3.0","oz","85.0","",""
"13820","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","247.0","",""
"13821","1","3.0","oz","85.0","",""
"13821","2","1.0","roast","609.0","11","78.6"
"13822","1","3.0","oz","85.0","",""
"13822","2","1.0","roast","586.0","7","30.6"
"13823","1","3.0","oz","85.0","",""
"13823","2","1.0","roast","645.0","4","126.7"
"13824","1","1.0","oz","28.35","",""
"13824","2","1.0","lb","453.6","",""
"13825","1","3.0","oz","85.0","",""
"13825","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13826","1","3.0","oz","85.0","",""
"13826","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","289.0","",""
"13827","1","1.0","oz","28.35","",""
"13827","2","1.0","lb","453.6","",""
"13828","1","3.0","oz","85.0","",""
"13828","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13829","1","3.0","oz","85.0","",""
"13829","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","289.0","",""
"13830","1","1.0","oz","28.35","",""
"13830","2","1.0","lb","453.6","",""
"13831","1","3.0","oz","85.0","",""
"13831","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","264.0","",""
"13832","1","3.0","oz","85.0","",""
"13832","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","289.0","",""
"13833","1","4.0","oz","113.0","",""
"13833","2","1.0","lb","453.6","",""
"13834","1","3.0","oz","85.0","",""
"13834","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","274.0","",""
"13835","1","3.0","oz","85.0","",""
"13835","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","278.0","",""
"13838","1","1.0","oz","28.35","",""
"13838","2","1.0","lb","453.6","",""
"13839","1","3.0","oz","85.0","",""
"13839","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13840","1","3.0","oz","85.0","",""
"13840","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","292.0","",""
"13841","1","1.0","oz","28.35","",""
"13841","2","1.0","lb","453.6","",""
"13842","1","3.0","oz","85.0","",""
"13842","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13843","1","3.0","oz","85.0","",""
"13843","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","296.0","",""
"13844","1","1.0","oz","28.35","",""
"13844","2","1.0","lb","453.6","",""
"13845","1","3.0","oz","85.0","",""
"13845","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","267.0","",""
"13846","1","3.0","oz","85.0","",""
"13846","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","292.0","",""
"13847","1","4.0","oz","113.0","",""
"13847","2","1.0","lb","453.6","",""
"13848","1","3.0","oz","85.0","",""
"13848","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","278.0","",""
"13849","1","3.0","oz","85.0","",""
"13849","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","281.0","",""
"13850","1","4.0","oz","113.0","",""
"13850","2","1.0","lb","453.6","",""
"13851","1","3.0","oz","85.0","",""
"13851","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","268.0","",""
"13852","1","3.0","oz","85.0","",""
"13852","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","282.0","",""
"13853","1","4.0","oz","113.0","",""
"13853","2","1.0","lb","453.6","",""
"13854","1","3.0","oz","85.0","",""
"13854","2","1.0","steak (yield from 320 g raw meat)","256.0","10",""
"13855","1","3.0","oz","85.0","",""
"13855","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","278.0","",""
"13856","1","4.0","oz","113.0","",""
"13856","2","1.0","steak","335.0","10",""
"13857","1","3.0","oz","85.0","",""
"13857","2","1.0","steak (yield from 1 raw steak weighing 321g)","245.0","10",""
"13858","1","3.0","oz","85.0","",""
"13858","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","285.0","",""
"13859","1","4.0","oz","113.0","",""
"13859","2","1.0","lb","453.6","",""
"13860","1","3.0","oz","85.0","",""
"13860","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","268.0","",""
"13861","1","3.0","oz","85.0","",""
"13861","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","276.0","",""
"13862","1","3.0","oz","85.0","",""
"13862","2","1.0","steak","199.0","8","27.3"
"13863","1","4.0","oz","113.0","",""
"13863","2","1.0","steak","239.0","1",""
"13864","1","4.0","oz","113.0","",""
"13864","2","1.0","lb","453.6","",""
"13865","1","3.0","oz","85.0","",""
"13865","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","313.0","",""
"13866","1","4.0","oz","113.0","",""
"13866","2","1.0","lb","453.6","",""
"13867","1","3.0","oz","85.0","",""
"13867","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","313.0","",""
"13868","1","4.0","oz","113.0","",""
"13868","2","1.0","lb","453.6","",""
"13869","1","3.0","oz","85.0","",""
"13869","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","281.0","",""
"13870","1","3.0","oz","85.0","",""
"13870","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","338.0","",""
"13870","3","1.0","roast (yield from 1 raw roast weighing 776g)","632.0","20",""
"13871","1","4.0","oz","113.0","",""
"13871","2","1.0","lb","453.6","",""
"13872","1","3.0","oz","85.0","",""
"13872","2","1.0","steak (yield from 341 g raw meat)","227.0","10",""
"13873","1","3.0","oz","85.0","",""
"13873","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","338.0","",""
"13873","3","1.0","roast (yield from raw roast weighing 766g)","627.0","10",""
"13874","1","4.0","oz","113.0","",""
"13874","2","1.0","steak","312.0","10",""
"13875","1","3.0","oz","85.0","",""
"13875","2","1.0","steak (yield from raw steak weighing 340g)","226.0","10",""
"13876","1","3.0","oz","85.0","",""
"13876","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","338.0","",""
"13876","3","1.0","roast (yield from 1 raw roast weighing 786g)","636.0","10",""
"13877","1","4.0","oz","113.0","",""
"13877","2","1.0","lb","453.6","",""
"13878","1","3.0","oz","85.0","",""
"13878","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","333.0","",""
"13879","1","4.0","oz","113.0","",""
"13879","2","1.0","lb","453.6","",""
"13880","1","3.0","oz","85.0","",""
"13880","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","333.0","",""
"13881","1","4.0","oz","113.0","",""
"13881","2","1.0","lb","453.6","",""
"13882","1","3.0","oz","85.0","",""
"13882","2","1.0","roast (yield from 530 g raw meat)","417.0","10",""
