"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"20521","1","1.0","cup spaghetti not packed","124.0","52","10.726"
"20521","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20521","3","1.0","cup elbows not packed","120.0","32","13.379"
"20521","4","1.0","cup elbows packed","132.0","6","11.853"
"20521","5","1.0","cup penne","107.0","36","10.888"
"20521","6","1.0","cup rotini","107.0","10","7.319"
"20521","7","1.0","cup farfalle","107.0","9","15.51"
"20521","8","1.0","cup shells","105.0","22","9.332"
"20521","9","1.0","cup lasagne","116.0","18","15.678"
"20522","1","1.0","cup","157.0","42","10.206"
"20523","1","1.0","cup","140.0","",""
"20545","1","1.0","cup","158.0","",""
"20581","1","1.0","cup","125.0","",""
"20622","1","2.0","oz","57.0","",""
"20647","1","1.0","cup","119.0","3","18.203"
"20648","1","1.0","cup","121.0","3","4.888"
"20650","1","1.0","cup","161.0","",""
"20651","1","1.0","cup","155.0","11","10.138"
"20652","1","1.0","cup spaghetti not packed","116.0","32","8.72"
"20652","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20652","3","1.0","cup elbows","117.0","12","10.734"
"20652","4","1.0","cup farfalle","107.0","9","15.51"
"20652","5","1.0","cup penne","97.0","16","7.335"
"20652","6","1.0","cup shells","105.0","22","9.332"
"20652","7","1.0","cup lasagne","116.0","18","15.678"
"20652","8","1.0","cup rotini","107.0","10","7.319"
"20653","1","1.0","cup spaghetti","91.0","12","3.344"
"20653","2","1.0","cup elbows","122.0","18","8.754"
"20653","3","1.0","cup penne","95.0","16","11.222"
"20653","4","1.0","cup farfalle","81.0","9","7.18"
"20653","5","1.0","cup rotini","96.0","10","5.172"
"20653","6","1.0","cup shells","64.0","22","36.573"
"20653","7","1.0","cup lasagne","90.0","18","7.123"
"20654","1","1.0","cup spaghetti not packed","169.0","4","15.761"
"20654","2","1.0","cup penne not packed","131.0","7","6.6"
"20654","3","1.0","cup fettucini not packed","153.0","2",""
"20654","4","1.0","cup spirals not packed","136.0","6","19.274"
"20654","5","1.0","cup elbows not packed","131.0","2",""
"20654","6","1.0","cup shells not packed","156.0","1",""
"20655","1","1.0","cup spaghetti packed","166.0","2",""
"20655","2","1.0","cup(not packed) not packed","132.0","6","19.665"
"20655","3","1.0","cup elbows not packed not packed","111.0","5","3.115"
"20656","1","1.0","cup spaghetti","121.0","2",""
"20657","1","1.0","cup spaghetti","141.0","4","16.248"
"21003","1","1.0","biscuit","150.0","",""
"21004","1","1.0","biscuit","182.0","",""
"21005","1","1.0","item","162.0","",""
"21007","1","1.0","item","145.0","",""
"21008","1","1.0","biscuit","162.0","",""
"21009","1","1.0","item","111.0","",""
"21010","1","1.0","item","132.0","3","6.255"
"21012","1","1.0","item","128.0","",""
"21013","1","1.0","item","155.0","",""
"21014","1","1.0","sandwich","171.0","12","14.682"
"21018","1","2.0","eggs","96.0","",""
"21020","1","1.0","item","108.0","4","2.09"
"21021","1","1.0","sandwich","126.0","12","6.798"
"21022","1","1.0","item","165.0","",""
"21024","1","3.0","pieces","65.0","",""
"21024","2","5.0","pieces","109.0","",""
"21026","1","1.0","round piece","5.5","",""
"21026","2","1.0","patty","53.0","",""
"21026","3","1.0","serving 14 round pieces","77.0","",""
"21026","4","1.0","serving 29 round pieces","160.0","",""
"21028","1","1.0","item","120.0","",""
"21032","1","1.0","sundae","155.0","",""
"21033","1","1.0","sundae","158.0","",""
"21034","1","1.0","sundae","153.0","",""
"21059","1","3.0","pieces shrimp","39.0","36","3.124"
"21060","1","2.0","pieces","217.0","",""
"21061","1","1.0","each burrito","185.0","12","18.152"
"21063","1","1.0","item","241.0","",""
"21064","1","1.0","burrito","241.0","12","19.701"
"21078","1","1.0","serving","80.0","12","11.09"
"21080","1","1.0","serving","222.0","12","40.771"
"21082","1","1.0","each taco","69.0","12","11.225"
"21089","1","1.0","sandwich","91.0","12","3.643"
"21090","1","1.0","item","127.0","",""
"21091","1","1.0","sandwich","115.0","",""
"21094","1","1.0","sandwich","155.0","32","8.054"
"21096","1","1.0","sandwich","182.0","12","2.877"
"21102","1","1.0","sandwich","187.0","40",""
"21105","1","1.0","sandwich","220.0","12","14.192"
"21106","1","1.0","sandwich","134.0","12","5.061"
"21107","1","1.0","sandwich","78.0","12","3.457"
"21108","1","1.0","sandwich","97.0","24","4.451"
"21121","1","1.0","sandwich","149.0","26",""
"21124","1","6.0","inch sub","196.0","",""
"21124","2","12.0","inch sub","391.0","12","22.927"
"21125","1","6.0","inch sub","190.0","",""
"21125","2","12.0","inch sub","381.0","12","32.232"
"21126","1","6.0","inch sub","237.0","",""
"21126","2","12.0","inch sub","474.0","12","31.009"
"21127","1","1.0","cup","191.0","8",""
"21127","2","1.0","package","116.0","8",""
"21129","1","1.0","piece","22.0","36","3.62"
"21130","1","1.0","package (18 onion rings)","117.0","12","20.4"
"21138","1","1.0","serving small","71.0","1",""
"21138","2","1.0","serving medium","117.0","1",""
"21138","3","1.0","serving large","154.0","1",""
"21139","1","1.0","cup","242.0","12","12.401"
"21141","1","1.0","fl oz","24.8","",""
"21141","2","1.0","small 12 fl oz","298.0","12",""
"21141","3","1.0","medium 16 fl oz","397.0","",""
"21142","1","1.0","biscuit","55.0","144",""
"21143","1","1.0","strip","50.0","8","4.071"
"21143","2","1.0","serving 4 pieces","201.0","8","16.286"
"21144","1","1.0","piece","5.5","6","0.263"
"21144","2","1.0","serving","77.0","6","5.882"
"21145","1","1.0","slice 1/8 per pizza","155.0","",""
"21145","2","1.0","slice 1/10 per pizza","124.0","",""
"21146","1","1.0","slice 1/8 per pizza","156.0","",""
"21146","2","1.0","slice 1/10 per pizza","124.0","",""
"21147","1","1.0","piece 4"" x 6""","130.0","",""
"21148","1","1.0","piece 4""x6""","127.0","",""
"21149","1","1.0","piece 3.2 oz","91.0","",""
"21150","1","6.0","inch sub","228.0","",""
"21150","2","12.0","inch sub","457.0","12","29.325"
"21151","1","6.0","inch sub","228.0","",""
"21151","2","12.0","inch sub","457.0","12","29.325"
"21152","1","6.0","inch sub","207.0","",""
"21152","2","12.0","inch sub","413.0","12","18.076"
"21153","1","12.0","inch sub","413.0","12","18.076"
"21153","2","6.0","inch sub","207.0","",""
"21154","1","6.0","inch sub","198.0","",""
"21154","2","12.0","inch sub","396.0","12","28.571"
"21155","1","6.0","inch sub","184.0","",""
"21155","2","12.0","inch sub","367.0","12","11.143"
"21156","1","6.0","inch sub","184.0","",""
"21156","2","12.0","inch sub","368.0","12","14.188"
"21157","1","6.0","inch sub","209.0","",""
"21157","2","12.0","inch sub","418.0","12","46.743"
"21158","1","6.0","inch sub","209.0","",""
"21158","2","12.0","inch sub","418.0","12","46.743"
"21159","1","6.0","inch sub","201.0","",""
"21159","2","12.0","inch sub","401.0","12","24.66"
"21160","1","6.0","inch sub","201.0","",""
"21160","2","12.0","inch sub","401.0","12","24.66"
"21161","1","6.0","inch sub","148.0","",""
"21161","2","12.0","inch sub","296.0","12","19.981"
"21162","1","6.0","inch sub","148.0","",""
"21162","2","12.0","inch sub","296.0","12","19.981"
"21202","1","1.0","item","171.0","",""
"21207","1","6.0","inch sub","184.0","",""
"21207","2","12.0","inch sub","367.0","12","11.143"
"21209","1","6.0","inch sub","184.0","",""
"21209","2","12.0","inch sub","368.0","12","14.188"
"21210","1","6.0","inch sub","190.0","",""
"21210","2","12.0","inch sub","381.0","12","32.232"
"21211","1","6.0","inch sub","198.0","",""
"21211","2","12.0","inch sub","396.0","12","28.571"
"21213","1","6.0","inch sub","196.0","",""
"21213","2","12.0","inch sub","391.0","12","22.927"
"21214","1","6.0","inch sub","237.0","",""
"21214","2","12.0","inch sub","474.0","12","31.009"
"21224","1","1.0","serving 9 servings per 24 oz package","81.0","4",""
"21224","2","1.0","serving 3 servings per 15.1 oz package","151.0","21",""
"21224","3","1.0","serving 2 servings per 9.8 oz package","146.0","60",""
"21224","4","1.0","serving 1 serving per 8 oz box","199.0","14",""
"21224","5","1.0","package 24 oz pizza","727.0","4",""
"21224","6","1.0","package 15.1 oz pizza","452.0","21",""
"21224","7","1.0","package 9.8 oz pizza","293.0","60",""
"21224","8","1.0","package 8 oz pizza","199.0","14",""
"21225","1","1.0","serving 6 servings per 29.25 oz package","139.0","12",""
"21225","2","1.0","serving 4 servings per 19.7 oz package","149.0","20",""
"21225","3","1.0","package 29.25 oz pizza","834.0","12",""
"21225","4","1.0","package 19.7 oz pizza","595.0","20",""
"21226","1","1.0","serving 5 servings per 24.2 oz package","143.0","24",""
"21226","2","1.0","serving 5 servings per 22.85 oz package","129.0","23",""
"21226","3","1.0","serving 2 servings per 10.9 oz package","177.0","10",""
"21226","4","1.0","package 24.2 oz pizza","713.0","24",""
"21226","5","1.0","package 22.85 oz pizza","644.0","23",""
"21226","6","1.0","package 10.9 oz pizza","354.0","10",""
"21227","1","1.0","serving 6 servings per 34.98 oz package","170.0","23",""
"21227","2","1.0","serving 6 servings per 30.7 oz package","149.0","11",""
"21227","3","1.0","serving 3 servings per 14.3 oz package","138.0","11",""
"21227","4","1.0","package 34.98 oz pizza","1020.0","23",""
"21227","5","1.0","package 30.7 oz pizza","891.0","11",""
"21227","6","1.0","package 14.3 oz pizza","415.0","11",""
"21228","1","1.0","sandwich","95.0","12","4.029"
"21229","1","6.0","pieces","96.0","",""
"21229","2","4.0","pieces","64.0","",""
"21229","3","10.0","pieces","160.0","",""
"21229","4","20.0","pieces","320.0","",""
"21230","1","1.0","sandwich","152.0","36","34.597"
"21232","1","1.0","sandwich","134.0","12","5.061"
"21233","1","1.0","item 4 oz","119.0","",""
"21234","1","1.0","item","171.0","",""
"21235","1","1.0","item 7.1 oz","199.0","",""
"21237","1","1.0","item 7.6 oz","219.0","",""
"21238","1","1.0","small serving","71.0","",""
"21238","2","1.0","medium serving","117.0","",""
"21238","3","1.0","large serving","154.0","",""
"21238","4","1.0","kids serving","31.0","",""
"21239","1","1.0","item","218.0","",""
"21240","1","1.0","item","236.0","",""
"21241","1","1.0","item","117.0","",""
"21242","1","1.0","item","129.0","",""
"21243","1","1.0","item","310.0","",""
"21244","1","1.0","item","230.0","",""
"21245","1","1.0","item","225.0","",""
"21246","1","5.0","pieces","68.0","",""
"21246","2","10.0","pieces","142.0","",""
"21247","1","1.0","kid's meal Serving","71.0","",""
"21247","2","1.0","small Serving","113.0","",""
"21247","3","1.0","medium Serving","142.0","",""
"21247","4","1.0","large Serving","184.0","",""
"21248","1","1.0","junior 6 oz. cup","113.0","",""
"21248","2","1.0","small 12 oz. cup","227.0","",""
"21248","3","1.0","medium 16 oz. cup","298.0","",""
"21249","1","1.0","small serving","74.0","",""
"21249","2","1.0","medium serving","117.0","",""
"21249","3","1.0","large serving","160.0","",""
"21250","1","1.0","sandwich","99.0","12","3.718"
"21251","1","1.0","item","133.0","",""
"21252","1","1.0","item","291.0","",""
"21253","1","1.0","item","316.0","",""
"21254","1","1.0","item","374.0","",""
"21255","1","1.0","item","399.0","",""
"21256","1","1.0","strip","36.0","12","5.564"
"21256","2","1.0","serving 5 pieces","173.0","12","34.567"
"21258","1","1.0","sandwich","220.0","12","14.192"
"21259","1","1.0","sandwich","199.0","12","9.867"
"21260","1","1.0","each taco","69.0","12","11.225"
"21261","1","1.0","each taco","102.0","12","13.703"
"21262","1","1.0","each taco","98.0","12","9.985"
"21263","1","1.0","item","127.0","",""
"21264","1","1.0","each burrito","185.0","12","18.152"
"21265","1","1.0","burrito","241.0","12","19.701"
"21266","1","1.0","item","248.0","",""
"21267","1","1.0","item","248.0","",""
"21268","1","1.0","serving","80.0","12","11.09"
"21269","1","1.0","serving","222.0","12","40.771"
"21270","1","1.0","item","533.0","",""
"21271","1","1.0","slice","96.0","33","17.266"
"21271","2","1.0","pizza","738.0","4","81.508"
"21272","1","1.0","slice","100.0","33","19.019"
"21272","2","1.0","pizza","728.0","3","21.4"
"21273","1","1.0","slice","69.0","36","14.145"
"21273","2","1.0","pizza","573.0","4","64.543"
"21274","1","1.0","slice","96.0","33","12.977"
"21274","2","1.0","pizza","744.0","4","31.908"
"21275","1","1.0","slice","96.0","33","18.022"
"21275","2","1.0","pizza","778.0","4","42.541"
"21276","1","1.0","slice","127.0","36","27.244"
"21276","2","1.0","pizza","1107.0","3","272.495"
"21276","3","0.5","pizza","541.0","1",""
"21277","1","1.0","slice","108.0","96","20.21"
"21277","2","1.0","pizza","865.0","12","68.352"
"21278","1","1.0","slice","118.0","96","25.115"
"21278","2","1.0","pizza","947.0","12","72.431"
"21279","1","1.0","slice","70.0","40","12.203"
"21279","2","1.0","pizza","540.0","12","51.024"
"21280","1","1.0","slice","113.0","96","20.034"
"21280","2","1.0","pizza","907.0","12","69.336"
"21281","1","1.0","slice","123.0","96","24.93"
"21281","2","1.0","pizza","984.0","12","85.682"
"21282","1","1.0","slice","151.0","33","24.483"
"21282","2","1.0","pizza","1224.0","11","101.706"
"21283","1","1.0","slice","117.0","27","15.637"
"21283","2","1.0","pie","938.0","9","46.288"
"21284","1","1.0","slice","123.0","27","14.488"
"21284","2","1.0","pie","1021.0","9","67.647"
"21285","1","1.0","slice","153.0","27","19.533"
"21285","2","1.0","pie","1093.0","9","203.357"
"21286","1","1.0","slice","87.0","27","16.433"
"21286","2","1.0","pie","678.0","9","56.308"
"21287","1","1.0","slice","89.0","24","22.089"
"21287","2","1.0","pie","758.0","8","165.433"
"21288","1","1.0","slice","90.0","24","16.065"
"21288","2","1.0","pie","852.0","8","64.875"
"21289","1","1.0","slice","115.0","21","29.352"
"21289","2","1.0","pie","1043.0","7","449.085"
"21290","1","1.0","slice","102.0","18","22.042"
"21290","2","1.0","pie","919.0","6","122.721"
"21291","1","1.0","slice","104.0","18","29.979"
"21291","2","1.0","pie","938.0","6","54.938"
"21292","1","1.0","slice","48.0","9","15.507"
"21292","2","1.0","pie","562.0","2",""
"21292","3","0.5","pie","362.0","1",""
"21293","1","1.0","slice","105.0","96","22.269"
"21293","2","1.0","pizza","841.0","12","106.998"
"21294","1","1.0","slice","112.0","96","20.396"
"21294","2","1.0","pizza","897.0","12","90.51"
"21295","1","1.0","slice","79.0","96","15.823"
"21295","2","1.0","pizza","641.0","12","77.417"
"21296","1","1.0","slice","110.0","96","23.177"
"21296","2","1.0","pizza","883.0","12","129.337"
"21297","1","1.0","slice","113.0","96","21.174"
"21297","2","1.0","pizza","909.0","12","94.977"
"21298","1","1.0","slice","123.0","36","36.345"
"21298","2","1.0","pizza","1313.0","12","145.905"
"21299","1","1.0","slice","107.0","192","21.262"
"21299","2","1.0","pizza","853.0","24","88.617"
"21300","1","1.0","slice","115.0","192","23.028"
"21300","2","1.0","pizza","922.0","24","84.09"
"21301","1","1.0","slice","76.0","136","15.471"
"21301","2","1.0","pizza","590.0","24","82.454"
"21302","1","1.0","slice","111.0","192","21.652"
"21302","2","1.0","pizza","895.0","24","102.212"
"21303","1","1.0","slice","118.0","192","23.627"
"21303","2","1.0","pizza","946.0","24","96.355"
"21304","1","1.0","slice","136.0","117",""
"21304","2","1.0","pie","1168.0","39",""
"21305","1","1.0","item","199.0","",""
"21306","1","1.0","item","135.0","",""
"21307","1","1.0","item 6.1 oz","174.0","",""
"21309","1","4.0","pieces","64.0","1",""
"21309","2","6.0","pieces","95.0","1",""
"21309","3","10.0","pieces","159.0","1",""
"21319","1","1.0","serving 1 patty","53.0","12","3.805"
"21321","1","3.0","hotcakes 5.3 oz","149.0","",""
"21327","1","1.0","item 5.8 oz","165.0","",""
"21328","1","1.0","item","135.0","",""
"21329","1","1.0","item 7 oz","199.0","",""
"21333","1","1.0","item (3.2 oz)","90.0","",""
"21334","1","1.0","item (6.3 oz)","178.0","",""
"21335","1","1.0","item (6.4 oz)","182.0","",""
"21336","1","1.0","item (6.3 oz)","179.0","",""
"21338","1","1.0","regular (12 fl oz)","348.0","",""
"21338","2","1.0","large (16 fl oz)","504.0","",""
"21339","1","1.0","regular (12 fl oz)","337.0","",""
"21339","2","1.0","large (16 fl oz)","487.0","",""
"21340","1","1.0","burrito","109.0","12","10.242"
"21341","1","1.0","item 9.5 oz","269.0","",""
"21344","1","1.0","sandwich","155.0","12","5.512"
"21345","1","1.0","item","280.0","",""
"21350","1","1.0","item","200.0","",""
"21355","1","1.0","sandwich","131.0","12","4.352"
"21356","1","1.0","item","138.0","",""
"21357","1","1.0","sandwich","126.0","12","6.798"
"21358","1","1.0","item 4 oz","115.0","",""
"21359","1","1.0","item 5.8 oz","165.0","",""
"21360","1","1.0","item 4.9 oz","142.0","",""
"21361","1","1.0","item 4.1 oz","117.0","",""
"21362","1","1.0","item 5.7 oz","163.0","",""
"21363","1","1.0","item 14.8 oz","420.0","",""
"21364","1","1.0","item","192.0","",""
"21365","1","1.0","item","221.0","",""
"21376","1","1.0","item 10.8 oz","305.0","",""
"21377","1","1.0","item 11.3 oz","319.0","",""
"21378","1","1.0","item 7.8 oz","223.0","",""
"21379","1","1.0","item 3.1 oz","87.0","",""
"21380","1","1.0","item 5.2 oz","149.0","",""
"21381","1","1.0","item","142.0","",""
"21382","1","1.0","item","124.0","",""
"21383","1","1.0","sandwich","171.0","12","14.682"
"21384","1","1.0","item","131.0","4","23.098"
"21385","1","1.0","item","110.0","4","3.77"
"21386","1","1.0","stick","21.0","8","2.736"
"21386","2","1.0","serving 5 sticks","107.0","",""
"21387","1","1.0","piece","5.6","11","0.439"
"21387","2","1.0","serving","160.0","11","27.189"
"21388","1","1.0","each","25.0","8","1.42"
"21389","1","1.0","item","374.0","",""
"21390","1","1.0","item","247.0","3","38.793"
"21393","1","1.0","item","205.0","",""
"21395","1","1.0","sandwich","155.0","32","8.054"
"21396","1","1.0","item","280.0","",""
"21397","1","1.0","sandwich","215.0","12","14.941"
"21398","1","1.0","item","199.0","",""
"21399","1","1.0","item","355.0","",""
"21400","1","1.0","item","219.0","",""
"21401","1","1.0","strip","30.0","64",""
"21401","2","1.0","serving","184.0","20","31.459"
"21410","1","1.0","item","219.0","3","4.535"
"21411","1","1.0","item","254.0","4","18.244"
"21412","1","12.0","fl oz cup","348.0","",""
"21413","1","12.0","fl oz cup","337.0","",""
"21415","1","1.0","biscuit","60.0","72",""
"21416","1","1.0","package","120.0","4","25.219"
"21416","2","1.0","cup","190.0","4","20.948"
"21417","1","1.0","strip","54.0","4","4.215"
"21418","1","1.0","strip","53.0","4","8.803"
"21419","1","1.0","biscuit","49.0","72",""
"21420","1","1.0","package","112.0","4","15.354"
"21420","2","1.0","cup","191.0","4","13.683"
"21421","1","1.0","strip","47.0","4","13.581"
"21422","1","1.0","piece","6.4","4","1.352"
"21422","2","10.0","pieces","56.0","4","7.183"
"21425","1","1.0","breast without skin","152.0","36","21.55"
"21425","2","1.0","breast bone and skin removed","115.0","36","24.738"
"21426","1","1.0","drumstick, bone and skin removed","40.0","36","8.995"
"21426","2","1.0","drumstick, without skin","57.0","36","9.613"
"21427","1","1.0","thigh without skin","86.0","36","13.095"
"21427","2","1.0","thigh bone and skin removed","60.0","36","11.763"
"21428","1","1.0","wing wing without skin","39.0","36","7.992"
